599,-2509,746,-2524
450,-2517,599,-2502
307,-2560,450,-2517
175,-2631,307,-2560
60,-2726,175,-2631
-34,-2841,60,-2726
-104,-2973,-34,-2841
-148,-3116,-104,-2973
-162,-3265,-148,-3116
-148,-3413,-162,-3265
-104,-3556,-148,-3413
-34,-3688,-104,-3556
60,-3803,-34,-3688
175,-3898,60,-3803
307,-3969,175,-3898
450,-4012,307,-3969
599,-4027,450,-4012
747,-4012,599,-4027
890,-3969,747,-4012
1022,-3898,890,-3969
1138,-3803,1022,-3898
1232,-3688,1138,-3803
1303,-3556,1232,-3688
1346,-3413,1303,-3556
1361,-3265,1346,-3413
1346,-3116,1361,-3265
1303,-2973,1346,-3116
1232,-2841,1303,-2973
1138,-2726,1232,-2841
1022,-2631,1138,-2726
890,-2560,1022,-2631
747,-2517,890,-2560
599,-2502,747,-2517
446,-2496,599,-2481
299,-2541,446,-2496
164,-2613,299,-2541
45,-2711,164,-2613
-51,-2829,45,-2711
-124,-2965,-51,-2829
-168,-3112,-124,-2965
-183,-3265,-168,-3112
-168,-3417,-183,-3265
-124,-3564,-168,-3417
-51,-3700,-124,-3564
45,-3818,-51,-3700
164,-3916,45,-3818
299,-3988,164,-3916
446,-4033,299,-3988
599,-4048,446,-4033
751,-4033,599,-4048
898,-3988,751,-4033
1034,-3916,898,-3988
1152,-3818,1034,-3916
1250,-3700,1152,-3818
1322,-3564,1250,-3700
1367,-3417,1322,-3564
1382,-3265,1367,-3417
1367,-3112,1382,-3265
1322,-2965,1367,-3112
1250,-2829,1322,-2965
1152,-2711,1250,-2829
1034,-2613,1152,-2711
898,-2541,1034,-2613
751,-2496,898,-2541
599,-2481,751,-2496
439,-2462,599,-2446
286,-2509,439,-2462
144,-2584,286,-2509
20,-2686,144,-2584
-81,-2810,20,-2686
-156,-2951,-81,-2810
-203,-3105,-156,-2951
-219,-3265,-203,-3105
-203,-3424,-219,-3265
-156,-3578,-203,-3424
-81,-3719,-156,-3578
20,-3843,-81,-3719
144,-3945,20,-3843
286,-4020,144,-3945
439,-4067,286,-4020
599,-4083,439,-4067
758,-4067,599,-4083
912,-4020,758,-4067
1053,-3945,912,-4020
1177,-3843,1053,-3945
1279,-3719,1177,-3843
1355,-3578,1279,-3719
1401,-3424,1355,-3578
1417,-3265,1401,-3424
1401,-3105,1417,-3265
1355,-2951,1401,-3105
1279,-2810,1355,-2951
1177,-2686,1279,-2810
1053,-2584,1177,-2686
912,-2509,1053,-2584
758,-2462,912,-2509
599,-2446,758,-2462
599,-2169,812,-2190
812,-2190,1018,-2252
1018,-2252,1207,-2354
1207,-2354,1373,-2490
1373,-2490,1510,-2656
1510,-2656,1611,-2845
1611,-2845,1673,-3051
1673,-3051,1694,-3265
1694,-3265,1673,-3478
1673,-3478,1611,-3684
1611,-3684,1510,-3873
1510,-3873,1373,-4039
1373,-4039,1207,-4175
1207,-4175,1018,-4277
1018,-4277,812,-4339
812,-4339,599,-4360
599,-4360,385,-4339
385,-4339,179,-4277
179,-4277,-9,-4175
-9,-4175,-175,-4039
-175,-4039,-311,-3873
-311,-3873,-412,-3684
-412,-3684,-475,-3478
-475,-3478,-496,-3265
-496,-3265,-475,-3051
-475,-3051,-412,-2845
-412,-2845,-311,-2656
-311,-2656,-175,-2490
-175,-2490,-9,-2354
-9,-2354,179,-2252
179,-2252,385,-2190
385,-2190,599,-2169
302,-2028,302,-2556
302,-2556,919,-2556
919,-2556,919,-2028
919,-2028,302,-2028
